Time_stamp,Seconds,X,Y,Z
1/9/2020 19:06,0.1,-0.003356934,0.014205933,-0.033477783
1/9/2020 19:06,0.1,0.054656982,-0.020004272,-0.00843811
1/9/2020 19:06,0.1,0.06260681,-0.113464355,0.08746338
1/9/2020 19:06,0.107,0.076660156,-0.025497437,0.110672
1/9/2020 19:06,0.093,2.90E-04,0.014816284,-0.16481018
1/9/2020 19:06,0.1,0.08886719,0.05329895,-0.36457825
1/9/2020 19:06,0.101,0.063827515,0.08016968,-0.19657898
1/9/2020 19:06,0.099,-0.05833435,0.12782288,-0.074401855
1/9/2020 19:06,0.1,0.04244995,0.06123352,-0.051193237
1/9/2020 19:06,0.1,0.06138611,-0.16722107,-0.12693787
1/9/2020 19:06,0.1,0.03327942,-0.019378662,-0.12937927
1/9/2020 19:06,0.1,0.25930786,0.27198792,-0.34747314
1/9/2020 19:06,0.1,0.18661499,0.18341064,-0.26927185
1/9/2020 19:06,0.101,0.14506531,0.23045349,-0.15931702
1/9/2020 19:06,0.099,0.56596375,0.76374817,-0.12083435
1/9/2020 19:06,0.1,0.056488037,-0.38529968,-0.1690979
1/9/2020 19:06,0.1,-0.5812378,-0.9857788,0.022705078
1/9/2020 19:06,0.101,-0.4486847,-0.38102722,0.5480652
1/9/2020 19:06,0.1,-0.5537567,-0.35292053,0.79852295
1/9/2020 19:06,0.1,-0.13531494,-0.08230591,0.16688538
1/9/2020 19:06,0.099,-0.21716309,-0.10185242,0.032485962
1/9/2020 19:06,0.1,-0.17684937,-1.2344055,0.028823853
1/9/2020 19:06,0.1,0.019241333,1.497406,0.08746338
1/9/2020 19:06,0.1,0.2861786,0.78022766,0.012329102
1/9/2020 19:06,0.1,-0.018630981,-0.06947327,-0.009048462
1/9/2020 19:06,0.1,-0.09803772,0.35934448,-0.17703247
1/9/2020 19:06,0.101,-0.002746582,-0.19592285,0.2414093
1/9/2020 19:06,0.099,-0.041229248,-0.11528015,0.052642822
1/9/2020 19:06,0.1,-0.17807007,-0.22891235,-0.013931274
1/9/2020 19:06,0.136,0.068099976,0.08079529,0.058135986
1/9/2020 19:06,0.1,0.010070801,0.02947998,0.025146484
1/9/2020 19:06,0.1,0.23730469,-0.07374573,-0.047531128
1/9/2020 19:06,0.1,0.01802063,-0.08352661,0.19680786
1/9/2020 19:06,0.1,-0.044891357,0.011138916,0.16566467
1/9/2020 19:06,0.101,-0.16586304,-0.01083374,-0.019424438
1/9/2020 19:06,0.1,-0.040618896,0.00869751,-0.04386902
1/9/2020 19:06,0.099,0.024124146,-0.041381836,-0.06890869
1/9/2020 19:06,0.1,0.06565857,-0.084747314,-0.14770508
1/9/2020 19:06,0.086,0.3900299,-0.060317993,-0.18252563
1/9/2020 19:06,0.1,0.06932068,-0.12872314,-0.21673584
1/9/2020 19:06,0.097,-0.013748169,-0.12017822,-0.14038086
