time_tick,gyr_X_value,gyr_Y_value,gyr_Z_value
13.342624,0.003558,0.002428,-0.000975
13.372741,-0.004304,-0.011655,-0.004571
13.412897,0.011529,0.014274,-0.004057
13.443014,0.007712,-0.004412,-0.005652
13.473131,-0.005383,-0.003935,-0.008793
13.513287,0.022071,0.038496,-0.017182
13.543404,0.013821,0.020512,-0.015051
13.573520,0.013216,0.005865,-0.010674
13.613676,-0.008355,-0.002423,-0.009560
13.643793,-0.009473,-0.003888,-0.001418
13.673911,0.005118,-0.001112,-0.001829
13.714067,0.002937,0.001969,-0.002627
13.744184,-0.016291,-0.008527,0.002502
13.774301,-0.021133,-0.009563,0.005357
13.814457,-0.023254,-0.014342,0.008997
13.844574,-0.012504,-0.013150,0.003982
13.874691,-0.012155,-0.017492,0.001864
13.914847,0.001253,-0.006843,0.003695
13.944963,-0.008921,-0.008500,-0.003028
13.975081,-0.020055,-0.012434,-0.002356
14.015237,-0.031432,-0.018556,0.002056
14.045354,-0.037924,-0.021949,-0.000787
14.075471,0.014276,0.019936,-0.006007
14.115627,0.008157,-0.006488,-0.002434
14.145744,-0.020319,-0.023271,0.003661
14.175861,-0.024804,-0.012418,0.001580
14.205978,-0.019610,-0.019161,-0.000005
14.246134,-0.006168,0.000842,-0.009364
14.276251,-0.015713,-0.004960,-0.003658
14.306368,-0.009959,-0.009425,0.008654
14.346524,-0.004695,-0.005519,0.010448
14.376641,-0.006722,0.004269,0.001632
14.406758,0.000113,0.001876,-0.001017
14.446914,-0.000889,-0.001646,-0.002886
14.477031,-0.009783,-0.012716,-0.004039
14.507148,-0.021639,-0.020878,-0.008293
14.547305,-0.018738,-0.004713,-0.007503
14.577422,-0.013077,-0.000579,-0.004582
14.607539,-0.014980,-0.026056,-0.000417
14.647695,0.002125,0.003755,0.002527
14.677812,0.010980,0.000288,0.001042
14.707929,0.003723,-0.005203,-0.006609
14.748085,-0.013677,-0.004738,-0.001607
14.778202,-0.000831,0.003218,-0.002597
14.808319,-0.000286,-0.036043,0.002708
14.848475,0.024552,-0.036171,0.004731
14.878592,0.034233,-0.015007,0.019190
14.908709,0.030238,-0.022893,0.020140
14.948865,0.010423,-0.020886,0.003580
14.978982,0.016399,-0.013401,-0.009541
