time_tick,gyr_X_value,gyr_Y_value,gyr_Z_value
13.346582,-1.516058,0.453763,0.711451
13.376699,-1.160801,0.191189,0.595020
13.406817,-0.426207,-0.219992,0.489779
13.446969,0.365119,-1.020841,0.102951
13.477087,1.115321,-1.534150,-0.245849
13.507205,1.391963,-1.842930,-0.418171
13.547361,0.105542,-0.209186,-0.289696
13.577479,-1.234321,1.034806,0.176809
13.607597,-0.558373,0.197934,0.628242
13.647753,0.069161,0.300506,0.319445
13.677871,0.512371,0.036260,0.236104
13.707988,-1.069802,-0.674017,-0.197768
13.748145,1.154549,-1.707618,-0.333629
13.778263,2.054769,-0.044549,-0.518160
13.808380,1.437589,-0.068204,-0.078092
13.838498,1.513427,-2.344569,-0.058902
13.878655,1.127475,-1.639965,-0.192260
13.908772,0.551080,-0.796581,-0.134483
13.938890,0.977376,-1.147323,0.036362
13.979047,0.838862,-1.398468,-0.149010
14.009164,0.433366,-1.095948,-0.002663
14.039282,0.424993,-0.919644,0.034920
14.079438,0.656150,-0.179840,-0.355619
14.109556,0.906530,0.225858,-0.237211
14.139674,0.940664,0.598276,-0.089034
14.179830,-0.172570,1.791987,-0.070805
14.209948,-1.084780,2.251320,-0.128959
14.240066,-1.676740,3.253538,-0.299040
14.280222,-1.180161,1.955208,0.481018
14.310340,-1.085493,2.216174,0.842735
14.340458,-0.685647,2.465802,0.888390
14.380614,-1.685330,1.436040,0.765590
14.410732,-1.695101,1.067328,0.615875
14.440850,-1.313978,0.710983,0.507670
14.481007,-0.502610,0.157198,0.553120
14.511125,-0.189866,-0.481135,0.410778
14.541242,0.240754,-1.102201,-0.033633
14.581399,1.001385,-1.809373,-0.293416
14.611517,1.411537,-1.828873,-0.244922
14.641634,0.233425,0.399549,0.014769
14.681791,-1.008693,1.059378,0.656872
14.711909,-0.312326,-0.162912,0.379956
14.742026,0.470989,0.102464,0.035759
14.772144,0.510930,-0.439747,-0.216804
14.812301,-0.330802,-0.887760,-0.308017
14.842418,1.087246,-0.761094,-0.611048
14.872536,1.361933,-0.408407,-0.520259
14.912692,1.441256,-1.833378,0.025205
14.942810,1.299420,-2.103689,-0.110566
14.972928,0.535204,-0.871763,-0.373094
15.013084,0.822324,-1.056830,-0.164242
15.043202,1.515254,-1.717248,-0.072494
15.073319,1.238721,-1.486279,-0.128568
15.113476,0.770505,-0.928588,-0.031247
15.143594,0.461578,-0.842872,-0.236513
15.173711,0.406138,-0.166946,-0.401775
15.213868,0.825397,0.323317,-0.167176
15.243986,0.799133,0.440862,-0.108117
15.274103,0.242770,1.078377,-0.234377
15.314260,-0.766440,2.423824,-0.202450
15.344378,-1.779065,3.246675,-0.357018
15.374495,-2.148572,2.536624,0.056774
15.414652,-1.012628,1.618018,0.731264
15.444770,-0.642574,2.563325,0.962633
15.474887,-1.496150,1.726971,0.898963
15.515044,-2.151444,0.917261,0.764359
15.545161,-1.439285,0.690054,0.614269
15.575279,-0.757763,0.321141,0.673666
15.605397,-0.429826,-0.157713,0.536226
15.645553,0.195431,-0.952011,0.222471
15.675671,0.788680,-1.722976,-0.260987
15.705788,1.023486,-2.230506,-0.336890
15.745945,0.498804,-0.501098,-0.052107
15.776063,-1.007654,1.517008,0.053869
15.806180,-0.848204,0.320041,0.563475
15.846337,0.132332,0.200849,0.377547
15.876455,1.042371,-0.243487,0.480811
15.906572,-0.344972,-1.053728,0.151432
15.946729,0.516067,-1.237517,-0.528999
15.976847,1.731877,-0.246355,-0.928120
16.006964,1.881283,-0.295839,-0.395194
16.047121,2.378615,-2.826350,-0.082043
16.077238,0.991167,-1.040418,-0.444420
16.107356,0.116036,-1.001748,-0.526094
16.147513,0.819761,-1.347058,-0.148460
16.177630,1.246967,-1.414109,-0.064850
16.207748,1.247370,-1.570490,-0.147918
16.247905,0.422531,-0.954836,-0.182704
16.278022,0.493058,0.178164,-0.202520
16.308140,1.028247,0.035962,-0.131023
16.348297,1.007299,0.680663,-0.121666
16.378414,0.168336,1.927012,0.040642
16.408532,-0.965821,2.372457,0.110848
16.438649,-2.150635,4.001559,-0.158240
16.478806,-2.062039,1.826378,0.543945
16.508924,-1.552064,1.927230,0.969681
16.550326,-0.936498,2.358680,0.785727
16.580443,-1.866184,1.287614,0.868030
16.610561,-1.710010,0.974135,0.846150
16.650717,-1.182555,0.429150,0.714903
16.680835,-1.014003,0.103996,0.561051
16.710953,-0.833720,-0.497908,0.427260
16.751109,0.075951,-1.797129,0.091137
16.781227,0.920103,-2.502836,-0.253340
16.811344,0.930087,-1.904615,-0.021587
16.841462,0.418663,1.242003,-0.218758
16.881619,-1.946479,0.510953,0.548925
16.911736,-0.249889,-0.625615,0.239156
16.941854,1.003447,0.585349,0.547989
16.982011,0.083550,-0.092603,0.174681
17.012128,-0.183180,-1.365740,-0.459929
17.042246,0.248784,-0.376956,-1.092816
17.082402,1.931128,-0.734400,-0.372062
17.112520,2.937690,-2.322498,-0.137925
17.132598,2.523003,-1.821312,-0.223764
17.172790,0.847326,-1.080215,-0.528518
17.202907,0.764827,-1.449131,-0.121353
17.233025,1.265236,-1.703773,0.115393
17.273181,0.933542,-1.428172,-0.133555
17.303299,0.827210,-1.309807,-0.150821
17.333417,0.967448,-0.594061,-0.212341
17.373573,1.039478,0.138676,-0.251762
17.403691,1.237928,0.552003,-0.035967
17.433809,0.647289,1.275329,0.005466
17.473966,-0.317579,1.980031,-0.124487
17.504084,-1.011125,3.448872,0.022510
17.534201,-1.353444,2.711928,0.216765
17.574358,-1.706009,1.882162,0.750457
17.604476,-1.425935,2.042729,0.971484
17.634593,-1.296668,1.968158,0.846646
17.674750,-1.819231,1.090172,0.968931
17.704868,-1.612961,0.693152,0.731663
17.734985,-1.526482,0.179311,0.573541
17.775142,-0.634373,-0.406867,0.453737
17.805259,-0.268431,-1.015339,0.197702
17.835377,-0.043013,-1.603634,-0.081304
17.875534,0.350760,-2.205444,-0.375807
17.905651,-0.362173,-0.775393,0.100845
17.935769,-0.554507,0.758406,-0.066108
17.965886,-0.132709,0.898160,0.083323
18.006043,-0.603181,0.265332,-0.134702
18.036161,0.957598,0.500349,0.031784
18.066278,0.627589,-0.244287,0.101456
18.106435,0.299521,-0.794764,-0.491192
18.136553,0.933064,-0.691430,-0.205887
18.166670,1.653188,-1.634255,0.042932
18.206827,1.505169,-2.502405,-0.176206
18.236945,0.818882,-1.521739,-0.398293
18.267062,0.886065,-0.989627,-0.150525
18.307219,1.690835,-1.554437,0.142177
18.337336,1.504446,-1.517369,-0.078931
18.367454,0.979022,-1.154091,-0.221770
18.407611,0.829171,-0.394867,0.007234
18.437730,0.956883,0.189980,-0.117361
18.467848,0.620789,0.130500,-0.304295
18.508005,0.846606,0.133934,-0.104349
18.538122,0.160393,1.091906,-0.193541
18.568240,-0.726797,2.409204,-0.232549
18.608397,-1.966769,3.198234,-0.154848
18.638514,-1.829771,2.007124,0.442866
18.668632,-1.560224,1.797183,0.830750
18.708788,-0.742418,2.411132,0.963511
18.738906,-1.786406,1.306391,1.020039
18.769024,-2.500905,0.807227,1.109792
18.799141,-2.145952,0.674794,0.877090
18.839298,-1.128626,0.095353,0.590858
18.869416,-0.446720,-0.325894,0.457158
18.899533,-0.232211,-0.920882,0.219787
18.939690,0.651971,-1.882489,-0.235365
18.969807,0.868619,-2.403319,-0.171590
