time_tick,gyr_X_value,gyr_Y_value,gyr_Z_value
19.295156,0.004702,-0.000079,-0.000114
19.335314,0.011849,0.011655,-0.003864
19.365433,0.003907,-0.006153,0.000798
19.395551,-0.005728,-0.012716,0.002787
19.435710,0.005403,0.008238,-0.000505
19.465828,0.002414,0.000846,-0.002381
19.495947,-0.002762,-0.005247,0.000324
19.536105,-0.006816,-0.004969,-0.003871
19.566224,0.001997,0.004618,-0.003131
19.596342,-0.000900,-0.001177,-0.002787
19.636501,-0.004507,-0.008556,0.001589
19.666619,0.001794,-0.000859,-0.004554
19.696738,-0.002424,-0.000059,-0.002305
19.736896,0.006512,-0.000125,0.001264
19.767015,-0.001322,-0.003760,-0.002299
19.797133,0.004240,-0.000179,-0.001764
19.837292,-0.013199,-0.007967,-0.002948
19.867410,-0.011161,-0.006936,-0.003675
19.897529,0.000036,0.002043,-0.003750
19.937687,-0.013869,-0.017512,0.004952
19.967806,0.006791,-0.000451,-0.003499
19.997924,0.000200,0.003692,-0.007987
20.036798,-0.004247,-0.005285,0.000491
20.076956,0.003968,0.003709,-0.002545
20.107075,0.002818,-0.001694,-0.001010
20.137194,-0.003564,-0.007001,-0.000050
20.177352,0.005672,0.005580,-0.001841
20.207470,-0.000295,0.001307,0.001385
20.237589,0.001833,-0.000223,-0.002535
20.277747,-0.006857,-0.005658,0.002427
20.307866,0.003038,0.005751,-0.004152
20.337985,0.002307,0.001169,-0.002071
20.378143,0.001786,0.000187,-0.005818
20.408261,0.007281,0.004087,0.001122
20.438380,-0.006675,-0.010217,0.002617
20.478538,-0.002994,-0.004180,-0.003042
20.508657,-0.005721,-0.003985,-0.002350
20.538776,0.001279,0.005118,-0.002855
20.568894,-0.008476,-0.006323,-0.002106
20.609053,0.008456,0.003995,-0.006298
20.629161,0.003079,0.007506,-0.003680
20.669320,-0.006915,-0.005731,0.000219
20.699438,-0.008471,0.002491,-0.003859
20.729557,-0.002107,-0.005243,0.000454
20.769715,-0.010118,-0.012341,-0.002603
20.799834,0.016686,0.015315,-0.005396
20.829952,-0.006170,-0.005364,-0.001164
20.870111,-0.009493,-0.004287,-0.006180
20.900229,0.005733,0.005361,-0.005340
20.930348,-0.002838,-0.008962,0.000690
20.970506,-0.003537,-0.005918,0.000925
21.000625,-0.009276,-0.005750,-0.000703
21.030743,0.001842,0.006670,-0.001784
