Date_time,Second,X,Y,Z,Profile,Activity
1/8/2020 19:24,3261,-0.11198425,0.42575073,-0.715271,AR,stairsu
1/8/2020 19:24,3271,-0.11381531,0.41415405,-0.6218109,AR,stairsu
1/8/2020 19:24,3281,-0.13214111,0.40071106,-0.5142975,AR,stairsu
1/8/2020 19:24,3291,-0.19018555,0.33351135,-0.28704834,AR,stairsu
1/8/2020 19:24,3301,-0.2616577,0.24188232,-0.10745239,AR,stairsu
1/8/2020 19:24,3312,-0.35084534,0.17225647,0.09106445,AR,stairsu
1/8/2020 19:24,3321,-0.3905487,0.16491699,0.19186401,AR,stairsu
1/8/2020 19:24,3331,-0.42842102,0.32862854,0.46064758,AR,stairsu
1/8/2020 19:24,3342,-0.38076782,0.47584534,0.5278473,AR,stairsu
1/8/2020 19:24,3351,-0.19445801,0.7531891,0.59687805,AR,stairsu
1/8/2020 19:24,3361,0.030334473,0.9468384,0.6042023,AR,stairsu
